Mean Spectral Centroid,Mean Spectral Rolloff,Mean Spectral Flux,Mean Zero Crossings,Mean MFCC #1,Mean MFCC #2,Mean MFCC #3,Mean MFCC #4,Mean MFCC #5,Mean Tempo,Mean ChromaSTFT #1,Mean ChromaSTFT #2,Mean ChromaSTFT #3,Mean ChromaSTFT #4,Mean ChromaSTFT #5,Mean ChromaSTFT #6,Mean ChromaSTFT #7,Mean ChromaSTFT #8,Mean ChromaSTFT #9,Mean ChromaSTFT #10,Mean ChromaSTFT #11,Mean ChromaSTFT #12,Mean MelScale #1,Mean MelScale #2,Mean MelScale #3,Mean MelScale #4,Mean MelScale #5,Mean MelScale #6,Mean MelScale #7,Mean MelScale #8,Mean MelScale #9,Mean MelScale #10,Mean Tonnetz #1,Mean Tonnetz #2,Mean Tonnetz #3,Mean Tonnetz #4,Mean Tonnetz #5,Mean Tonnetz #6,Beat Histogram Sum,BH Peak #1,BH Peak #2,BH Peak Ratio #1,Genre
570.0403547660414,927.6513898455627,0.8139780759811401,0.021728815915526584,-350.4346618652344,169.5399932861328,31.811309814453125,16.683826446533203,28.706918716430664,143.5546875,0.41518285870552063,0.1888464391231537,0.23879797756671906,0.3347221910953522,0.3759227395057678,0.3853260576725006,0.5218033194541931,0.298906534910202,0.3342495560646057,0.39788132905960083,0.4405258297920227,0.5991145968437195,-7.101543426513672,3.898019790649414,7.256598949432373,10.507219314575195,10.229065895080566,2.4115052223205566,2.1005725860595703,-0.24186688661575317,1.735142707824707,1.0649446249008179,0.03597284429493932,-0.03530903941685755,0.04078963320589059,0.11124927571533337,-0.005320873838611899,0.012748250181458346,0.09723801066421088,18.117475509643555,16.737058639526367,0.9238074421882629,blues
1441.899256960002,3082.8036067104117,1.4353185892105103,0.050946366996376516,-155.55882263183594,125.64532470703125,1.6011216640472412,45.816341400146484,0.9202859401702881,172.265625,0.3052437901496887,0.4120178520679474,0.3027614653110504,0.32471492886543274,0.3129948377609253,0.3624756634235382,0.3464532792568207,0.2864292860031128,0.3981788158416748,0.39435797929763794,0.33722779154777527,0.25945019721984863,-7.583798408508301,9.527693748474121,16.131502151489258,13.138161659240723,11.943819999694824,10.872448921203613,11.297332763671875,11.6978759765625,8.450868606567383,7.700459003448486,-0.016090945142446623,-0.00717292430746677,-0.07150845938436542,0.008156310983958243,0.007895396413133955,0.005047412674637075,0.1453359943601594,15.125031471252441,13.971640586853027,0.9237428903579712,blues
1945.5331078931831,4174.593627646462,1.392661213874817,0.08592250760810766,-82.99971771240234,107.08580780029297,-25.335439682006836,57.1045036315918,0.08550350368022919,135.99917763157896,0.4238821268081665,0.31036433577537537,0.38499632477760315,0.4274325370788574,0.4519537687301636,0.36464187502861023,0.4059002101421356,0.30223652720451355,0.3272157609462738,0.39401185512542725,0.44223836064338684,0.5763584971427917,10.016112327575684,15.078831672668457,16.46508026123047,16.53447914123535,15.168889045715332,11.121774673461914,13.169588088989258,10.857522010803223,11.776945114135742,12.779752731323242,0.004635365191709874,-0.003203659063875968,0.02168119084198809,0.014589109278008064,-0.0005917621621321712,0.004116814328772574,0.15722500742748974,11.82459545135498,8.863703727722168,0.7495989203453064,blues
2278.9612516967195,5198.59486024507,1.3264354467391968,0.09262701082209872,-109.51258850097656,86.9213638305664,-8.59419059753418,64.4895248413086,-6.301508903503418,135.99917763157896,0.31834372878074646,0.43643149733543396,0.4336860775947571,0.46458593010902405,0.314949095249176,0.26144155859947205,0.32791849970817566,0.3502705991268158,0.48048877716064453,0.46860018372535706,0.49792736768722534,0.3274558186531067,2.123405694961548,13.556961059570312,16.461191177368164,15.308664321899414,16.31976318359375,14.460683822631836,10.540545463562012,10.546968460083008,8.879594802856445,5.342413902282715,-0.00977511354402369,0.007413268862607781,0.02051145271847424,-0.017568206475231118,0.004152577422974439,0.005059373197808706,0.18643415071896496,7.92038631439209,6.7363481521606445,0.8505074977874756,blues
2333.510453703183,4942.594552095417,1.480887770652771,0.1239872226100569,-2.5103702545166016,101.25531768798828,-33.92262649536133,41.52524948120117,-13.80300521850586,123.046875,0.3443208336830139,0.5280560851097107,0.47409096360206604,0.5390771627426147,0.3299004137516022,0.32900723814964294,0.30910438299179077,0.42538341879844666,0.4045089781284332,0.3571479916572571,0.558764636516571,0.3707525432109833,4.869959354400635,13.408662796020508,17.122516632080078,18.987520217895508,16.781463623046875,14.52198314666748,12.067386627197266,13.651464462280273,16.96347999572754,15.117000579833984,-0.015239140248189943,-0.00485836451991322,0.01726351990610341,-0.027684799715869252,0.012360880945421556,-0.0008855025484522785,0.1987076476218019,6.146050930023193,6.122344493865967,0.9961428046226501,blues
2442.871409593545,5267.699288989994,1.2915757894515991,0.12485153990516687,-3.5548322200775146,92.92088317871094,-25.078386306762695,45.17466735839844,-10.851961135864258,161.4990234375,0.376224160194397,0.3776189088821411,0.39050814509391785,0.6004544496536255,0.40326356887817383,0.3487142324447632,0.43542802333831787,0.42371511459350586,0.33385828137397766,0.34080350399017334,0.6227660775184631,0.40387123823165894,2.5180256366729736,14.843988418579102,21.943082809448242,21.18179702758789,17.389205932617188,17.179067611694336,17.74050521850586,16.3669376373291,17.3236141204834,16.131696701049805,-0.018412134703064367,0.003674005799842252,0.050526496957504004,-0.03975759961330533,0.0033603207969487067,0.012681715150558923,0.18885099804952163,6.333702564239502,6.086771011352539,0.9610130786895752,blues
1739.134032915427,4551.141569841212,1.2775378227233887,0.048123736389269166,-163.21676635742188,89.77884674072266,12.976251602172852,80.70230102539062,3.665379047393799,129.19921875,0.41315916180610657,0.3768661320209503,0.3269747793674469,0.37644803524017334,0.31547996401786804,0.2876887023448944,0.3598704934120178,0.4302603304386139,0.5444421172142029,0.5705238580703735,0.6339337825775146,0.5175944566726685,-3.792893886566162,7.007134437561035,14.936676979064941,19.679357528686523,20.075729370117188,15.792823791503906,14.799575805664062,15.892552375793457,13.355432510375977,8.248788833618164,-0.01733067917612275,-0.0004593235424110986,0.014470887622248126,-0.02664582231633982,0.002076625953534185,0.0047227267668779665,0.194485819866236,5.622487545013428,5.453217506408691,0.9698941111564636,blues
1977.2342507767992,3943.4489309926043,1.3057725429534912,0.10673865281341324,-55.6075439453125,114.9316177368164,-37.031944274902344,64.8895034790039,-7.1417155265808105,99.38401442307692,0.27364465594291687,0.2979716956615448,0.3636063039302826,0.4813106954097748,0.5489420890808105,0.41542473435401917,0.35451987385749817,0.3914666771888733,0.4405766725540161,0.38727253675460815,0.38205745816230774,0.3874586224555969,6.554439544677734,15.808780670166016,19.52171516418457,17.871919631958008,14.806249618530273,12.604022026062012,11.920899391174316,10.73193359375,12.467313766479492,10.984846115112305,0.0018805573001869488,-0.003663522771217511,0.020733990618542367,0.049218677652746026,0.009919026174926909,-0.003213987262605473,0.18447925852621222,7.5469255447387695,7.3997602462768555,0.9804999828338623,blues
1245.730096028976,2518.210681463892,1.6112397909164429,0.048888324765712594,-212.76222229003906,139.04974365234375,9.453370094299316,35.44753646850586,12.7069673538208,123.046875,0.28935959935188293,0.26621079444885254,0.37302345037460327,0.32157543301582336,0.3346240818500519,0.40995413064956665,0.4241013526916504,0.45241740345954895,0.3785853981971741,0.36759334802627563,0.40655767917633057,0.3663237690925598,-4.146944046020508,6.418380260467529,12.158223152160645,12.797317504882812,10.320117950439453,7.956161022186279,11.444548606872559,10.723628997802734,6.783813953399658,4.57058048248291,0.015727439463240896,0.010148560953666612,0.00857675913409729,-0.0159459513548788,0.0091445151273786,-0.0055476673156697465,0.10346236428093722,17.923860549926758,16.992584228515625,0.948042631149292,blues
918.5851689491242,1600.3266726181844,1.177159070968628,0.032357500974623525,-332.4126892089844,128.06752014160156,28.91122055053711,41.81930923461914,31.2651424407959,83.35433467741936,0.3583959937095642,0.30673396587371826,0.26546210050582886,0.29481714963912964,0.39929264783859253,0.44840675592422485,0.5510772466659546,0.45807597041130066,0.39510607719421387,0.39414486289024353,0.3973071873188019,0.42214348912239075,-7.314352035522461,-1.404422402381897,7.931176662445068,10.97541618347168,6.555284023284912,2.238926887512207,3.356945276260376,-0.33936744928359985,-0.8124575018882751,-1.6515499353408813,-0.00755548609772377,-0.027910488248339936,0.006169378010485456,0.040609252679923505,-0.00046317350553614424,0.012856423824473506,0.1290951266179862,9.72044563293457,9.672204971313477,0.9950371980667114,blues
