Mean Spectral Centroid,Variance Spectral Centroid,Mean Spectral Rolloff,Variance Spectral Rolloff,Mean Spectral Flux,Variance Spectral Flux,Mean Zero Crossings,Variance Zero Crossings,Mean MFCC #1,Variance MFCC #1,Mean MFCC #2,Variance MFCC #2,Mean MFCC #3,Variance MFCC #3,Mean MFCC #4,Variance MFCC #4,Mean MFCC #5,Variance MFCC #5,Mean Tempo,Variance Tempo,Mean ChromaSTFT #1,Variance ChromaSTFT #1,Mean ChromaSTFT #2,Variance ChromaSTFT #2,Mean ChromaSTFT #3,Variance ChromaSTFT #3,Mean ChromaSTFT #4,Variance ChromaSTFT #4,Mean ChromaSTFT #5,Variance ChromaSTFT #5,Mean ChromaSTFT #6,Variance ChromaSTFT #6,Mean ChromaSTFT #7,Variance ChromaSTFT #7,Mean ChromaSTFT #8,Variance ChromaSTFT #8,Mean ChromaSTFT #9,Variance ChromaSTFT #9,Mean ChromaSTFT #10,Variance ChromaSTFT #10,Mean ChromaSTFT #11,Variance ChromaSTFT #11,Mean ChromaSTFT #12,Variance ChromaSTFT #12,Mean MelScale #1,Variance MelScale #1,Mean MelScale #2,Variance MelScale #2,Mean MelScale #3,Variance MelScale #3,Mean MelScale #4,Variance MelScale #4,Mean MelScale #5,Variance MelScale #5,Mean MelScale #6,Variance MelScale #6,Mean MelScale #7,Variance MelScale #7,Mean MelScale #8,Variance MelScale #8,Mean MelScale #9,Variance MelScale #9,Mean MelScale #10,Variance MelScale #10,Mean Tonnetz #1,Variance Tonnetz #1,Mean Tonnetz #2,Variance Tonnetz #2,Mean Tonnetz #3,Variance Tonnetz #3,Mean Tonnetz #4,Variance Tonnetz #4,Mean Tonnetz #5,Variance Tonnetz #5,Mean Tonnetz #6,Variance Tonnetz #6,Beat Histogram Sum,BH Peak #1,BH Peak #2,BH Peak Ratio #1,Genre
570.0403547660414,323.61389740120404,927.6513898455627,705.1687080235607,0.8139780759811401,1.3579862117767334,0.021728815915526584,0.1457966888322082,-350.4346618652344,51.552490234375,169.5399932861328,24.95238494873047,31.811309814453125,17.796350479125977,16.683826446533203,14.595657348632812,28.706918716430664,13.730546951293945,143.5546875,0.0,0.41518285870552063,0.25669124722480774,0.1888464391231537,0.12405804544687271,0.23879797756671906,0.27736708521842957,0.3347221910953522,0.31806862354278564,0.3759227395057678,0.35256245732307434,0.3853260576725006,0.29845666885375977,0.5218033194541931,0.3157794773578644,0.298906534910202,0.1948407143354416,0.3342495560646057,0.32296448945999146,0.39788132905960083,0.30774039030075073,0.4405258297920227,0.27187514305114746,0.5991145968437195,0.3643776476383209,-7.101543426513672,5.383976459503174,3.898019790649414,5.838358402252197,7.256598949432373,9.50216007232666,10.507219314575195,6.386942386627197,10.229065895080566,7.870574951171875,2.4115052223205566,5.2037353515625,2.1005725860595703,7.088870525360107,-0.24186688661575317,9.067059516906738,1.735142707824707,6.43449592590332,1.0649446249008179,6.850589275360107,0.03597284429493932,0.030627189553617738,-0.03530903941685755,0.022087113633832315,0.04078963320589059,0.12287893066046393,0.11124927571533337,0.1308991198432156,-0.005320873838611899,0.039373982171782396,0.012748250181458346,0.030626835743700013,0.09723801066421088,18.117475509643555,16.737058639526367,0.9238074421882629,blues
1441.899256960002,622.389585877279,3082.8036067104117,1481.8115517646556,1.4353185892105103,1.6288915872573853,0.050946366996376516,0.2198882322595891,-155.55882263183594,55.480628967285156,125.64532470703125,28.327415466308594,1.6011216640472412,22.190155029296875,45.816341400146484,18.862316131591797,0.9202859401702881,16.212827682495117,172.265625,0.0,0.3052437901496887,0.27487578988075256,0.4120178520679474,0.3683764934539795,0.3027614653110504,0.26250502467155457,0.32471492886543274,0.3024599552154541,0.3129948377609253,0.27575525641441345,0.3624756634235382,0.31875577569007874,0.3464532792568207,0.33564943075180054,0.2864292860031128,0.25096264481544495,0.3981788158416748,0.3349841833114624,0.39435797929763794,0.332427978515625,0.33722779154777527,0.314533531665802,0.25945019721984863,0.2552526891231537,-7.583798408508301,6.861724853515625,9.527693748474121,10.702614784240723,16.131502151489258,9.304032325744629,13.138161659240723,8.262628555297852,11.943819999694824,7.989537239074707,10.872448921203613,6.381909370422363,11.297332763671875,6.811404705047607,11.6978759765625,6.858736991882324,8.450868606567383,8.492878913879395,7.700459003448486,7.387195110321045,-0.016090945142446623,0.029001820334850305,-0.00717292430746677,0.03195354347780937,-0.07150845938436542,0.1281725631112873,0.008156310983958243,0.12515605072333053,0.007895396413133955,0.0327919772537083,0.005047412674637075,0.032067835009710915,0.1453359943601594,15.125031471252441,13.971640586853027,0.9237428903579712,blues
1945.5331078931831,384.13104797217665,4174.593627646462,899.0481415669555,1.392661213874817,1.4838955402374268,0.08592250760810766,0.2802495857168077,-82.99971771240234,50.05019760131836,107.08580780029297,17.79187774658203,-25.335439682006836,18.458683013916016,57.1045036315918,14.300430297851562,0.08550350368022919,11.749134063720703,135.99917763157896,0.0,0.4238821268081665,0.25324881076812744,0.31036433577537537,0.22965946793556213,0.38499632477760315,0.30474358797073364,0.4274325370788574,0.283711314201355,0.4519537687301636,0.3366204798221588,0.36464187502861023,0.25626227259635925,0.4059002101421356,0.3163571059703827,0.30223652720451355,0.23935268819332123,0.3272157609462738,0.27926352620124817,0.39401185512542725,0.3069157004356384,0.44223836064338684,0.2964218854904175,0.5763584971427917,0.35803622007369995,10.016112327575684,8.87385368347168,15.078831672668457,7.997527122497559,16.46508026123047,6.962535381317139,16.53447914123535,5.481240272521973,15.168889045715332,6.151635646820068,11.121774673461914,5.25591516494751,13.169588088989258,6.244375228881836,10.857522010803223,7.1179728507995605,11.776945114135742,7.827865123748779,12.779752731323242,7.181849956512451,0.004635365191709874,0.02560521507129286,-0.003203659063875968,0.026092633771768268,0.02168119084198809,0.05991312927620715,0.014589109278008064,0.06504130627077476,-0.0005917621621321712,0.020806490275068052,0.004116814328772574,0.017706802912795992,0.15722500742748974,11.82459545135498,8.863703727722168,0.7495989203453064,blues
2278.9612516967195,413.39557826639896,5198.59486024507,754.7561609037668,1.3264354467391968,1.1974239349365234,0.09262701082209872,0.28990903347129693,-109.51258850097656,28.744064331054688,86.9213638305664,15.096487998962402,-8.59419059753418,16.726734161376953,64.4895248413086,9.070962905883789,-6.301508903503418,7.421952247619629,135.99917763157896,0.0,0.31834372878074646,0.2382969707250595,0.43643149733543396,0.3149467408657074,0.4336860775947571,0.27121323347091675,0.46458593010902405,0.3410570025444031,0.314949095249176,0.23275534808635712,0.26144155859947205,0.19679637253284454,0.32791849970817566,0.28484922647476196,0.3502705991268158,0.2550847828388214,0.48048877716064453,0.35009270906448364,0.46860018372535706,0.29131317138671875,0.49792736768722534,0.34471258521080017,0.3274558186531067,0.2285124957561493,2.123405694961548,6.106809139251709,13.556961059570312,5.195475101470947,16.461191177368164,4.753398418426514,15.308664321899414,5.618266582489014,16.31976318359375,4.431758403778076,14.460683822631836,5.6266703605651855,10.540545463562012,5.648980140686035,10.546968460083008,7.327625274658203,8.879594802856445,6.649141311645508,5.342413902282715,6.27944803237915,-0.00977511354402369,0.02642412667736305,0.007413268862607781,0.02714910402225793,0.02051145271847424,0.08701375308635466,-0.017568206475231118,0.08947879694814194,0.004152577422974439,0.023567931585917242,0.005059373197808706,0.022939678521441825,0.18643415071896496,7.92038631439209,6.7363481521606445,0.8505074977874756,blues
2333.510453703183,299.6918210951958,4942.594552095417,693.9697747261985,1.480887770652771,1.214916706085205,0.1239872226100569,0.32956697534719875,-2.5103702545166016,27.07567024230957,101.25531768798828,12.81167984008789,-33.92262649536133,11.941550254821777,41.52524948120117,9.989604949951172,-13.80300521850586,10.286523818969727,123.046875,0.0,0.3443208336830139,0.2585752308368683,0.5280560851097107,0.32092487812042236,0.47409096360206604,0.25331810116767883,0.5390771627426147,0.3308204114437103,0.3299004137516022,0.23241356015205383,0.32900723814964294,0.2536453604698181,0.30910438299179077,0.2523086667060852,0.42538341879844666,0.2849418818950653,0.4045089781284332,0.2789519131183624,0.3571479916572571,0.20996232330799103,0.558764636516571,0.3330112397670746,0.3707525432109833,0.25924068689346313,4.869959354400635,6.536462306976318,13.408662796020508,6.605286598205566,17.122516632080078,7.415280818939209,18.987520217895508,6.276968002319336,16.781463623046875,5.176140785217285,14.52198314666748,6.785647392272949,12.067386627197266,5.882818222045898,13.651464462280273,5.333963394165039,16.96347999572754,5.809711933135986,15.117000579833984,6.217411041259766,-0.015239140248189943,0.026531634091248115,-0.00485836451991322,0.024856602203676758,0.01726351990610341,0.06728425331432576,-0.027684799715869252,0.055069039971001134,0.012360880945421556,0.016482781156385552,-0.0008855025484522785,0.01992815228645161,0.1987076476218019,6.146050930023193,6.122344493865967,0.9961428046226501,blues
2442.871409593545,361.5826669153025,5267.699288989994,643.8457585264224,1.2915757894515991,1.1507130861282349,0.12485153990516687,0.3305504997552952,-3.5548322200775146,31.980722427368164,92.92088317871094,13.109243392944336,-25.078386306762695,12.216120719909668,45.17466735839844,8.113654136657715,-10.851961135864258,8.398330688476562,161.4990234375,0.0,0.376224160194397,0.294830322265625,0.3776189088821411,0.24591654539108276,0.39050814509391785,0.22588182985782623,0.6004544496536255,0.33191996812820435,0.40326356887817383,0.23055396974086761,0.3487142324447632,0.2235608994960785,0.43542802333831787,0.31256231665611267,0.42371511459350586,0.2854815721511841,0.33385828137397766,0.2421649843454361,0.34080350399017334,0.21653588116168976,0.6227660775184631,0.3028433620929718,0.40387123823165894,0.24216264486312866,2.5180256366729736,6.989499092102051,14.843988418579102,6.585711479187012,21.943082809448242,5.838834285736084,21.18179702758789,4.759554862976074,17.389205932617188,5.759804725646973,17.179067611694336,6.7242231369018555,17.74050521850586,5.017815589904785,16.3669376373291,4.405665874481201,17.3236141204834,6.945847988128662,16.131696701049805,6.095361232757568,-0.018412134703064367,0.026340610719118356,0.003674005799842252,0.027017134485716944,0.050526496957504004,0.08221121822649614,-0.03975759961330533,0.07286475577418858,0.0033603207969487067,0.018489274732011046,0.012681715150558923,0.022563459027743985,0.18885099804952163,6.333702564239502,6.086771011352539,0.9610130786895752,blues
1739.134032915427,380.68930527954956,4551.141569841212,905.3737260404491,1.2775378227233887,1.0510865449905396,0.048123736389269166,0.21402766733580333,-163.21676635742188,25.83780288696289,89.77884674072266,14.4115571975708,12.976251602172852,11.615540504455566,80.70230102539062,6.58997106552124,3.665379047393799,5.7325520515441895,129.19921875,0.0,0.41315916180610657,0.295983225107193,0.3768661320209503,0.27227187156677246,0.3269747793674469,0.21800246834754944,0.37644803524017334,0.3054593801498413,0.31547996401786804,0.23030953109264374,0.2876887023448944,0.22518473863601685,0.3598704934120178,0.27456212043762207,0.4302603304386139,0.28808850049972534,0.5444421172142029,0.31028392910957336,0.5705238580703735,0.28505557775497437,0.6339337825775146,0.3332263231277466,0.5175944566726685,0.299152672290802,-3.792893886566162,2.9851558208465576,7.007134437561035,5.67325496673584,14.936676979064941,5.33383846282959,19.679357528686523,4.509709358215332,20.075729370117188,4.726861476898193,15.792823791503906,4.179931640625,14.799575805664062,4.734075546264648,15.892552375793457,5.769591331481934,13.355432510375977,5.5621724128723145,8.248788833618164,5.698474407196045,-0.01733067917612275,0.0330617369131549,-0.0004593235424110986,0.030768200948624543,0.014470887622248126,0.07427328046695195,-0.02664582231633982,0.10058446124448771,0.002076625953534185,0.024821107452586366,0.0047227267668779665,0.02596671182530592,0.194485819866236,5.622487545013428,5.453217506408691,0.9698941111564636,blues
1977.2342507767992,370.19257747987695,3943.4489309926043,834.0935126683285,1.3057725429534912,1.1337895393371582,0.10673865281341324,0.3087806872344688,-55.6075439453125,31.801483154296875,114.9316177368164,17.821979522705078,-37.031944274902344,14.385894775390625,64.8895034790039,8.320691108703613,-7.1417155265808105,9.72879695892334,99.38401442307692,0.0,0.27364465594291687,0.2161889374256134,0.2979716956615448,0.24946601688861847,0.3636063039302826,0.26934128999710083,0.4813106954097748,0.2945714592933655,0.5489420890808105,0.3228258490562439,0.41542473435401917,0.2732609808444977,0.35451987385749817,0.259928822517395,0.3914666771888733,0.2870223820209503,0.4405766725540161,0.3218231499195099,0.38727253675460815,0.3109354078769684,0.38205745816230774,0.2858039140701294,0.3874586224555969,0.2883889079093933,6.554439544677734,8.85812759399414,15.808780670166016,7.375274181365967,19.52171516418457,5.655332565307617,17.871919631958008,5.089095592498779,14.806249618530273,4.838976860046387,12.604022026062012,4.855071067810059,11.920899391174316,4.438735485076904,10.73193359375,5.745959758758545,12.467313766479492,5.384313106536865,10.984846115112305,6.07029914855957,0.0018805573001869488,0.02294022459735546,-0.003663522771217511,0.022712586727182696,0.020733990618542367,0.07707718667777815,0.049218677652746026,0.07145902763976397,0.009919026174926909,0.019453492623085607,-0.003213987262605473,0.020554177874020405,0.18447925852621222,7.5469255447387695,7.3997602462768555,0.9804999828338623,blues
1245.730096028976,844.537807602253,2518.210681463892,1879.2340284863317,1.6112397909164429,2.373415231704712,0.048888324765712594,0.21563454377097094,-212.76222229003906,85.15074157714844,139.04974365234375,39.43836212158203,9.453370094299316,27.050617218017578,35.44753646850586,16.05893325805664,12.7069673538208,17.632835388183594,123.046875,0.0,0.28935959935188293,0.29146960377693176,0.26621079444885254,0.2407904863357544,0.37302345037460327,0.3255683481693268,0.32157543301582336,0.2837066650390625,0.3346240818500519,0.3051016926765442,0.40995413064956665,0.32838666439056396,0.4241013526916504,0.2979903221130371,0.45241740345954895,0.3648775815963745,0.3785853981971741,0.2840507924556732,0.36759334802627563,0.3023902475833893,0.40655767917633057,0.32858380675315857,0.3663237690925598,0.30192863941192627,-4.146944046020508,7.945915222167969,6.418380260467529,9.078076362609863,12.158223152160645,10.067384719848633,12.797317504882812,9.877958297729492,10.320117950439453,9.755494117736816,7.956161022186279,8.945395469665527,11.444548606872559,8.908276557922363,10.723628997802734,8.425774574279785,6.783813953399658,8.561623573303223,4.57058048248291,8.448500633239746,0.015727439463240896,0.03180131996996901,0.010148560953666612,0.03162282042247468,0.00857675913409729,0.11497517377694368,-0.0159459513548788,0.12149215292047905,0.0091445151273786,0.03125248127601078,-0.0055476673156697465,0.029621620189003082,0.10346236428093722,17.923860549926758,16.992584228515625,0.948042631149292,blues
918.5851689491242,723.0897843139519,1600.3266726181844,1512.5307004341546,1.177159070968628,1.4999674558639526,0.032357500974623525,0.17694771291345013,-332.4126892089844,85.3581771850586,128.06752014160156,31.086101531982422,28.91122055053711,34.51655197143555,41.81930923461914,17.435388565063477,31.2651424407959,15.103204727172852,83.35433467741936,0.0,0.3583959937095642,0.30970779061317444,0.30673396587371826,0.2897590100765228,0.26546210050582886,0.2489326298236847,0.29481714963912964,0.2614494562149048,0.39929264783859253,0.3566953241825104,0.44840675592422485,0.32220539450645447,0.5510772466659546,0.32390332221984863,0.45807597041130066,0.30950427055358887,0.39510607719421387,0.3100784420967102,0.39414486289024353,0.3366089165210724,0.3973071873188019,0.28348296880722046,0.42214348912239075,0.3260219097137451,-7.314352035522461,7.65056037902832,-1.404422402381897,8.07724380493164,7.931176662445068,8.08319091796875,10.97541618347168,7.636234283447266,6.555284023284912,8.513374328613281,2.238926887512207,7.010965824127197,3.356945276260376,8.08166217803955,-0.33936744928359985,10.319204330444336,-0.8124575018882751,8.552364349365234,-1.6515499353408813,8.842552185058594,-0.00755548609772377,0.03138781921391747,-0.027910488248339936,0.03564067978268665,0.006169378010485456,0.11796167824346669,0.040609252679923505,0.18690908103873943,-0.00046317350553614424,0.036367596335403415,0.012856423824473506,0.031742809506969734,0.1290951266179862,9.72044563293457,9.672204971313477,0.9950371980667114,blues
